Date,SUNRISE_LST,SUNSET_LST
10/31/2027,6:24:59,16:55:32
11/1/2027,6:26:09,16:54:18
11/2/2027,6:27:19,16:53:04
11/3/2027,6:28:29,16:51:53
11/4/2027,6:29:39,16:50:42
11/5/2027,6:30:49,16:49:34
11/6/2027,6:32:00,16:48:26
11/7/2027,6:33:10,16:47:21
11/8/2027,6:34:21,16:46:16
11/9/2027,6:35:32,16:45:14
11/10/2027,6:36:43,16:44:13
11/11/2027,6:37:54,16:43:14
11/12/2027,6:39:04,16:42:17
11/13/2027,6:40:15,16:41:21
11/14/2027,6:41:26,16:40:27
11/15/2027,6:42:36,16:39:35
11/16/2027,6:43:47,16:38:45
11/17/2027,6:44:57,16:37:57
11/18/2027,6:46:07,16:37:11
11/19/2027,6:47:17,16:36:27
11/20/2027,6:48:26,16:35:44
11/21/2027,6:49:35,16:35:04
11/22/2027,6:50:43,16:34:26
11/23/2027,6:51:51,16:33:50
11/24/2027,6:52:59,16:33:16
11/25/2027,6:54:06,16:32:44
11/26/2027,6:55:12,16:32:14
11/27/2027,6:56:18,16:31:46
11/28/2027,6:57:22,16:31:21
11/29/2027,6:58:27,16:30:58
11/30/2027,6:59:30,16:30:37
12/1/2027,7:00:32,16:30:18
12/2/2027,7:01:33,16:30:02
12/3/2027,7:02:34,16:29:47
12/4/2027,7:03:33,16:29:35
12/5/2027,7:04:31,16:29:26
12/6/2027,7:05:28,16:29:18
12/7/2027,7:06:24,16:29:13
12/8/2027,7:07:18,16:29:11
12/9/2027,7:08:11,16:29:10
12/10/2027,7:09:03,16:29:12
12/11/2027,7:09:53,16:29:16
12/12/2027,7:10:42,16:29:23
12/13/2027,7:11:29,16:29:31
12/14/2027,7:12:15,16:29:42
12/15/2027,7:12:58,16:29:55
12/16/2027,7:13:41,16:30:11
12/17/2027,7:14:21,16:30:29
12/18/2027,7:14:59,16:30:48
12/19/2027,7:15:36,16:31:11
12/20/2027,7:16:11,16:31:35
12/21/2027,7:16:44,16:32:01
12/22/2027,7:17:15,16:32:30
12/23/2027,7:17:44,16:33:00
12/24/2027,7:18:11,16:33:33
12/25/2027,7:18:36,16:34:07
12/26/2027,7:18:58,16:34:44
12/27/2027,7:19:19,16:35:22
12/28/2027,7:19:38,16:36:03
12/29/2027,7:19:54,16:36:45
12/30/2027,7:20:08,16:37:29
12/31/2027,7:20:20,16:38:15
1/1/2028,7:20:30,16:39:02
1/2/2028,7:20:37,16:39:51
1/3/2028,7:20:43,16:40:42
1/4/2028,7:20:46,16:41:34
1/5/2028,7:20:46,16:42:28
1/6/2028,7:20:45,16:43:23
1/7/2028,7:20:41,16:44:20
1/8/2028,7:20:35,16:45:18
1/9/2028,7:20:27,16:46:17
1/10/2028,7:20:16,16:47:18
1/11/2028,7:20:03,16:48:19
1/12/2028,7:19:48,16:49:22
1/13/2028,7:19:31,16:50:26
1/14/2028,7:19:12,16:51:30
1/15/2028,7:18:50,16:52:36
1/16/2028,7:18:26,16:53:43
1/17/2028,7:18:00,16:54:50
1/18/2028,7:17:32,16:55:58
1/19/2028,7:17:02,16:57:07
1/20/2028,7:16:29,16:58:17
1/21/2028,7:15:55,16:59:27
1/22/2028,7:15:19,17:00:38
1/23/2028,7:14:40,17:01:49
1/24/2028,7:13:59,17:03:01
1/25/2028,7:13:17,17:04:13
1/26/2028,7:12:32,17:05:26
1/27/2028,7:11:46,17:06:39
1/28/2028,7:10:58,17:07:52
1/29/2028,7:10:07,17:09:05
1/30/2028,7:09:15,17:10:19
1/31/2028,7:08:22,17:11:33
2/1/2028,7:07:26,17:12:47
2/2/2028,7:06:29,17:14:01
2/3/2028,7:05:30,17:15:15
2/4/2028,7:04:29,17:16:29
2/5/2028,7:03:27,17:17:43
2/6/2028,7:02:23,17:18:57
2/7/2028,7:01:17,17:20:11
2/8/2028,7:00:10,17:21:25
2/9/2028,6:59:02,17:22:38
2/10/2028,6:57:52,17:23:52
2/11/2028,6:56:41,17:25:06
2/12/2028,6:55:28,17:26:19
2/13/2028,6:54:14,17:27:32
2/14/2028,6:52:59,17:28:45
2/15/2028,6:51:42,17:29:57
2/16/2028,6:50:24,17:31:10
2/17/2028,6:49:05,17:32:22
2/18/2028,6:47:45,17:33:34
2/19/2028,6:46:23,17:34:45
2/20/2028,6:45:01,17:35:57
2/21/2028,6:43:37,17:37:08
2/22/2028,6:42:13,17:38:18
2/23/2028,6:40:47,17:39:29
2/24/2028,6:39:21,17:40:39
2/25/2028,6:37:53,17:41:49
2/26/2028,6:36:25,17:42:58
2/27/2028,6:34:56,17:44:07
2/28/2028,6:33:26,17:45:16
2/29/2028,6:31:55,17:46:25
3/1/2028,6:30:24,17:47:33
3/2/2028,6:28:52,17:48:41
3/3/2028,6:27:19,17:49:49
3/4/2028,6:25:45,17:50:56
3/5/2028,6:24:11,17:52:04
3/6/2028,6:22:37,17:53:10
3/7/2028,6:21:01,17:54:17
3/8/2028,6:19:26,17:55:23
3/9/2028,6:17:50,17:56:29
3/10/2028,6:16:13,17:57:35
3/11/2028,6:14:36,17:58:41
3/12/2028,6:12:58,17:59:46
3/13/2028,6:11:21,18:00:51
3/14/2028,6:09:43,18:01:56
3/15/2028,6:08:04,18:03:01
3/16/2028,6:06:26,18:04:05
3/17/2028,6:04:47,18:05:10
3/18/2028,6:03:08,18:06:14
3/19/2028,6:01:29,18:07:18
3/20/2028,5:59:50,18:08:22
3/21/2028,5:58:10,18:09:26
3/22/2028,5:56:31,18:10:29
3/23/2028,5:54:51,18:11:33
3/24/2028,5:53:12,18:12:36
3/25/2028,5:51:33,18:13:39
3/26/2028,5:49:53,18:14:43
3/27/2028,5:48:14,18:15:46
3/28/2028,5:46:35,18:16:49
3/29/2028,5:44:56,18:17:52
3/30/2028,5:43:17,18:18:55
3/31/2028,5:41:38,18:19:57
4/1/2028,5:40:00,18:21:00
4/2/2028,5:38:22,18:22:03
4/3/2028,5:36:44,18:23:06
4/4/2028,5:35:06,18:24:08
4/5/2028,5:33:29,18:25:11
4/6/2028,5:31:52,18:26:14
4/7/2028,5:30:16,18:27:17
4/8/2028,5:28:40,18:28:19
4/9/2028,5:27:05,18:29:22
4/10/2028,5:25:30,18:30:25
4/11/2028,5:23:55,18:31:28
4/12/2028,5:22:22,18:32:30
4/13/2028,5:20:48,18:33:33
4/14/2028,5:19:16,18:34:36
4/15/2028,5:17:44,18:35:39
4/16/2028,5:16:13,18:36:42
4/17/2028,5:14:42,18:37:45
4/18/2028,5:13:12,18:38:48
4/19/2028,5:11:44,18:39:50
4/20/2028,5:10:15,18:40:53
4/21/2028,5:08:48,18:41:56
4/22/2028,5:07:22,18:42:59
4/23/2028,5:05:56,18:44:02
4/24/2028,5:04:32,18:45:05
4/25/2028,5:03:08,18:46:08
4/26/2028,5:01:46,18:47:11
4/27/2028,5:00:24,18:48:13
4/28/2028,4:59:04,18:49:16
4/29/2028,4:57:44,18:50:19
4/30/2028,4:56:26,18:51:21
5/1/2028,4:55:09,18:52:23
5/2/2028,4:53:54,18:53:26
5/3/2028,4:52:39,18:54:28
5/4/2028,4:51:26,18:55:30
5/5/2028,4:50:14,18:56:32
5/6/2028,4:49:03,18:57:33
5/7/2028,4:47:54,18:58:34
5/8/2028,4:46:46,18:59:35
5/9/2028,4:45:39,19:00:36
5/10/2028,4:44:34,19:01:37
5/11/2028,4:43:31,19:02:37
5/12/2028,4:42:29,19:03:36
5/13/2028,4:41:28,19:04:36
5/14/2028,4:40:29,19:05:35
5/15/2028,4:39:32,19:06:33
5/16/2028,4:38:36,19:07:31
5/17/2028,4:37:42,19:08:28
5/18/2028,4:36:50,19:09:25
5/19/2028,4:35:59,19:10:22
5/20/2028,4:35:10,19:11:17
5/21/2028,4:34:23,19:12:12
5/22/2028,4:33:38,19:13:06
5/23/2028,4:32:54,19:14:00
5/24/2028,4:32:12,19:14:52
5/25/2028,4:31:32,19:15:44
5/26/2028,4:30:54,19:16:35
5/27/2028,4:30:18,19:17:25
5/28/2028,4:29:44,19:18:14
5/29/2028,4:29:11,19:19:02
5/30/2028,4:28:41,19:19:49
5/31/2028,4:28:12,19:20:35
6/1/2028,4:27:46,19:21:20
6/2/2028,4:27:21,19:22:03
6/3/2028,4:26:58,19:22:45
6/4/2028,4:26:38,19:23:26
6/5/2028,4:26:19,19:24:06
6/6/2028,4:26:02,19:24:44
6/7/2028,4:25:48,19:25:21
6/8/2028,4:25:35,19:25:57
6/9/2028,4:25:24,19:26:31
6/10/2028,4:25:16,19:27:04
6/11/2028,4:25:09,19:27:35
6/12/2028,4:25:04,19:28:04
6/13/2028,4:25:01,19:28:32
6/14/2028,4:25:00,19:28:58
6/15/2028,4:25:02,19:29:22
6/16/2028,4:25:05,19:29:45
6/17/2028,4:25:10,19:30:06
6/18/2028,4:25:16,19:30:25
6/19/2028,4:25:25,19:30:43
6/20/2028,4:25:36,19:30:58
6/21/2028,4:25:48,19:31:12
6/22/2028,4:26:03,19:31:24
6/23/2028,4:26:19,19:31:34
6/24/2028,4:26:36,19:31:42
6/25/2028,4:26:56,19:31:48
6/26/2028,4:27:17,19:31:52
6/27/2028,4:27:40,19:31:54
6/28/2028,4:28:05,19:31:54
6/29/2028,4:28:31,19:31:52
6/30/2028,4:28:59,19:31:48
7/1/2028,4:29:28,19:31:42
7/2/2028,4:29:59,19:31:34
7/3/2028,4:30:31,19:31:24
7/4/2028,4:31:05,19:31:12
7/5/2028,4:31:40,19:30:57
7/6/2028,4:32:16,19:30:41
7/7/2028,4:32:54,19:30:23
7/8/2028,4:33:33,19:30:03
7/9/2028,4:34:13,19:29:41
7/10/2028,4:34:54,19:29:16
7/11/2028,4:35:37,19:28:50
7/12/2028,4:36:20,19:28:22
7/13/2028,4:37:05,19:27:52
7/14/2028,4:37:51,19:27:20
7/15/2028,4:38:37,19:26:46
7/16/2028,4:39:25,19:26:10
7/17/2028,4:40:13,19:25:32
7/18/2028,4:41:02,19:24:52
7/19/2028,4:41:52,19:24:10
7/20/2028,4:42:43,19:23:26
7/21/2028,4:43:35,19:22:41
7/22/2028,4:44:27,19:21:54
7/23/2028,4:45:19,19:21:05
7/24/2028,4:46:13,19:20:14
7/25/2028,4:47:07,19:19:21
7/26/2028,4:48:01,19:18:27
7/27/2028,4:48:56,19:17:31
7/28/2028,4:49:52,19:16:33
7/29/2028,4:50:47,19:15:34
7/30/2028,4:51:44,19:14:33
7/31/2028,4:52:40,19:13:31
8/1/2028,4:53:37,19:12:27
8/2/2028,4:54:34,19:11:22
8/3/2028,4:55:32,19:10:15
8/4/2028,4:56:29,19:09:06
8/5/2028,4:57:27,19:07:56
8/6/2028,4:58:25,19:06:45
8/7/2028,4:59:24,19:05:32
8/8/2028,5:00:22,19:04:19
8/9/2028,5:01:21,19:03:03
8/10/2028,5:02:19,19:01:47
8/11/2028,5:03:18,19:00:29
8/12/2028,5:04:17,18:59:10
8/13/2028,5:05:16,18:57:50
8/14/2028,5:06:15,18:56:29
8/15/2028,5:07:14,18:55:07
8/16/2028,5:08:13,18:53:43
8/17/2028,5:09:12,18:52:19
8/18/2028,5:10:11,18:50:53
8/19/2028,5:11:10,18:49:27
8/20/2028,5:12:09,18:48:00
8/21/2028,5:13:08,18:46:31
8/22/2028,5:14:07,18:45:02
8/23/2028,5:15:06,18:43:32
8/24/2028,5:16:04,18:42:01
8/25/2028,5:17:03,18:40:30
8/26/2028,5:18:02,18:38:57
8/27/2028,5:19:01,18:37:24
8/28/2028,5:19:59,18:35:50
8/29/2028,5:20:58,18:34:16
8/30/2028,5:21:56,18:32:41
8/31/2028,5:22:55,18:31:05
9/1/2028,5:23:53,18:29:29
9/2/2028,5:24:52,18:27:52
9/3/2028,5:25:50,18:26:15
9/4/2028,5:26:49,18:24:37
9/5/2028,5:27:47,18:22:59
9/6/2028,5:28:45,18:21:20
9/7/2028,5:29:44,18:19:41
9/8/2028,5:30:42,18:18:01
9/9/2028,5:31:40,18:16:22
9/10/2028,5:32:38,18:14:42
9/11/2028,5:33:37,18:13:01
9/12/2028,5:34:35,18:11:21
9/13/2028,5:35:33,18:09:40
9/14/2028,5:36:32,18:07:59
9/15/2028,5:37:30,18:06:18
9/16/2028,5:38:29,18:04:36
9/17/2028,5:39:27,18:02:55
9/18/2028,5:40:26,18:01:13
9/19/2028,5:41:25,17:59:32
9/20/2028,5:42:23,17:57:50
9/21/2028,5:43:22,17:56:09
9/22/2028,5:44:21,17:54:27
9/23/2028,5:45:21,17:52:46
9/24/2028,5:46:20,17:51:04
9/25/2028,5:47:19,17:49:23
9/26/2028,5:48:19,17:47:42
9/27/2028,5:49:19,17:46:01
9/28/2028,5:50:19,17:44:21
9/29/2028,5:51:19,17:42:40
9/30/2028,5:52:19,17:41:00
10/1/2028,5:53:20,17:39:21
10/2/2028,5:54:21,17:37:41
10/3/2028,5:55:22,17:36:02
10/4/2028,5:56:23,17:34:23
10/5/2028,5:57:25,17:32:45
10/6/2028,5:58:26,17:31:07
10/7/2028,5:59:29,17:29:30
10/8/2028,6:00:31,17:27:54
10/9/2028,6:01:34,17:26:17
10/10/2028,6:02:37,17:24:42
10/11/2028,6:03:40,17:23:07
10/12/2028,6:04:43,17:21:33
10/13/2028,6:05:47,17:19:59
10/14/2028,6:06:51,17:18:27
10/15/2028,6:07:56,17:16:55
10/16/2028,6:09:01,17:15:23
10/17/2028,6:10:06,17:13:53
10/18/2028,6:11:11,17:12:24
10/19/2028,6:12:17,17:10:55
10/20/2028,6:13:24,17:09:27
10/21/2028,6:14:30,17:08:01
10/22/2028,6:15:37,17:06:35
10/23/2028,6:16:44,17:05:10
10/24/2028,6:17:51,17:03:47
10/25/2028,6:18:59,17:02:24
10/26/2028,6:20:07,17:01:03
10/27/2028,6:21:16,16:59:43
10/28/2028,6:22:24,16:58:24
10/29/2028,6:23:33,16:57:07
10/30/2028,6:24:43,16:55:51
10/31/2028,6:25:52,16:54:36
11/1/2028,6:27:02,16:53:22
11/2/2028,6:28:12,16:52:10
11/3/2028,6:29:22,16:50:59
11/4/2028,6:30:32,16:49:50
11/5/2028,6:31:43,16:48:43
11/6/2028,6:32:53,16:47:36
11/7/2028,6:34:04,16:46:32
11/8/2028,6:35:15,16:45:29
11/9/2028,6:36:25,16:44:28
11/10/2028,6:37:36,16:43:28
11/11/2028,6:38:47,16:42:31
11/12/2028,6:39:58,16:41:35
11/13/2028,6:41:09,16:40:40
11/14/2028,6:42:19,16:39:48
11/15/2028,6:43:30,16:38:57
11/16/2028,6:44:40,16:38:09
11/17/2028,6:45:50,16:37:22
11/18/2028,6:46:59,16:36:37
11/19/2028,6:48:09,16:35:55
11/20/2028,6:49:18,16:35:14
11/21/2028,6:50:26,16:34:35
11/22/2028,6:51:35,16:33:58
11/23/2028,6:52:42,16:33:24
11/24/2028,6:53:49,16:32:51
11/25/2028,6:54:56,16:32:21
11/26/2028,6:56:02,16:31:53
11/27/2028,6:57:07,16:31:27
11/28/2028,6:58:11,16:31:03
11/29/2028,6:59:14,16:30:42
11/30/2028,7:00:17,16:30:23
12/1/2028,7:01:18,16:30:06
12/2/2028,7:02:19,16:29:51
12/3/2028,7:03:18,16:29:38
12/4/2028,7:04:17,16:29:28
12/5/2028,7:05:14,16:29:20
12/6/2028,7:06:10,16:29:15
12/7/2028,7:07:05,16:29:11
12/8/2028,7:07:58,16:29:10
12/9/2028,7:08:50,16:29:11
12/10/2028,7:09:41,16:29:15
12/11/2028,7:10:30,16:29:21
12/12/2028,7:11:17,16:29:29
12/13/2028,7:12:03,16:29:39
12/14/2028,7:12:48,16:29:52
12/15/2028,7:13:30,16:30:07
12/16/2028,7:14:11,16:30:24
12/17/2028,7:14:50,16:30:44
12/18/2028,7:15:27,16:31:05
12/19/2028,7:16:02,16:31:29
12/20/2028,7:16:36,16:31:55
12/21/2028,7:17:07,16:32:23
12/22/2028,7:17:37,16:32:53
12/23/2028,7:18:04,16:33:25
12/24/2028,7:18:29,16:33:59
12/25/2028,7:18:53,16:34:35
12/26/2028,7:19:14,16:35:13
12/27/2028,7:19:33,16:35:53
12/28/2028,7:19:50,16:36:35
12/29/2028,7:20:04,16:37:18
12/30/2028,7:20:17,16:38:04
12/31/2028,7:20:27,16:38:51
1/1/2029,7:20:35,16:39:39
1/2/2029,7:20:41,16:40:30
1/3/2029,7:20:45,16:41:22
1/4/2029,7:20:46,16:42:15
1/5/2029,7:20:45,16:43:10
1/6/2029,7:20:42,16:44:06
1/7/2029,7:20:36,16:45:04
1/8/2029,7:20:29,16:46:03
1/9/2029,7:20:19,16:47:03
1/10/2029,7:20:06,16:48:04
1/11/2029,7:19:52,16:49:07
1/12/2029,7:19:35,16:50:10
1/13/2029,7:19:16,16:51:15
1/14/2029,7:18:55,16:52:20
1/15/2029,7:18:32,16:53:27
1/16/2029,7:18:06,16:54:34
1/17/2029,7:17:39,16:55:42
1/18/2029,7:17:09,16:56:51
1/19/2029,7:16:37,16:58:00
1/20/2029,7:16:03,16:59:10
1/21/2029,7:15:27,17:00:21
1/22/2029,7:14:49,17:01:32
1/23/2029,7:14:09,17:02:44
1/24/2029,7:13:27,17:03:56
1/25/2029,7:12:43,17:05:08
1/26/2029,7:11:57,17:06:21
1/27/2029,7:11:09,17:07:34
1/28/2029,7:10:19,17:08:48
1/29/2029,7:09:28,17:10:01
1/30/2029,7:08:35,17:11:15
1/31/2029,7:07:39,17:12:29
2/1/2029,7:06:42,17:13:43
2/2/2029,7:05:44,17:14:57
2/3/2029,7:04:44,17:16:11
2/4/2029,7:03:42,17:17:25
2/5/2029,7:02:38,17:18:39
2/6/2029,7:01:33,17:19:53
2/7/2029,7:00:27,17:21:07
2/8/2029,6:59:18,17:22:21
2/9/2029,6:58:09,17:23:34
2/10/2029,6:56:58,17:24:48
2/11/2029,6:55:45,17:26:01
2/12/2029,6:54:32,17:27:14
2/13/2029,6:53:17,17:28:27
2/14/2029,6:52:00,17:29:40
2/15/2029,6:50:43,17:30:52
2/16/2029,6:49:24,17:32:04
2/17/2029,6:48:04,17:33:16
2/18/2029,6:46:43,17:34:28
2/19/2029,6:45:21,17:35:39
2/20/2029,6:43:57,17:36:50
2/21/2029,6:42:33,17:38:01
2/22/2029,6:41:08,17:39:12
2/23/2029,6:39:42,17:40:22
2/24/2029,6:38:14,17:41:32
2/25/2029,6:36:46,17:42:41
2/26/2029,6:35:17,17:43:51
2/27/2029,6:33:48,17:45:00
2/28/2029,6:32:17,17:46:08
3/1/2029,6:30:46,17:47:17
3/2/2029,6:29:14,17:48:25
3/3/2029,6:27:41,17:49:33
3/4/2029,6:26:08,17:50:40
3/5/2029,6:24:34,17:51:47
3/6/2029,6:22:59,17:52:54
3/7/2029,6:21:24,17:54:01
3/8/2029,6:19:49,17:55:07
3/9/2029,6:18:13,17:56:13
3/10/2029,6:16:36,17:57:19
3/11/2029,6:14:59,17:58:25
3/12/2029,6:13:22,17:59:30
3/13/2029,6:11:44,18:00:36
3/14/2029,6:10:06,18:01:40
3/15/2029,6:08:28,18:02:45
3/16/2029,6:06:50,18:03:50
3/17/2029,6:05:11,18:04:54
3/18/2029,6:03:32,18:05:58
3/19/2029,6:01:53,18:07:03
3/20/2029,6:00:14,18:08:06
3/21/2029,5:58:34,18:09:10
3/22/2029,5:56:55,18:10:14
3/23/2029,5:55:15,18:11:17
3/24/2029,5:53:36,18:12:21
3/25/2029,5:51:57,18:13:24
3/26/2029,5:50:17,18:14:27
3/27/2029,5:48:38,18:15:30
3/28/2029,5:46:59,18:16:33
3/29/2029,5:45:20,18:17:36
3/30/2029,5:43:41,18:18:39
3/31/2029,5:42:02,18:19:42
4/1/2029,5:40:24,18:20:45
4/2/2029,5:38:45,18:21:48
4/3/2029,5:37:07,18:22:51
4/4/2029,5:35:30,18:23:53
4/5/2029,5:33:53,18:24:56
4/6/2029,5:32:16,18:25:59
4/7/2029,5:30:39,18:27:01
4/8/2029,5:29:03,18:28:04
4/9/2029,5:27:28,18:29:07
4/10/2029,5:25:53,18:30:10
4/11/2029,5:24:18,18:31:12
4/12/2029,5:22:44,18:32:15
4/13/2029,5:21:11,18:33:18
4/14/2029,5:19:38,18:34:21
4/15/2029,5:18:06,18:35:24
4/16/2029,5:16:35,18:36:27
4/17/2029,5:15:04,18:37:29
4/18/2029,5:13:34,18:38:32
4/19/2029,5:12:05,18:39:35
4/20/2029,5:10:37,18:40:38
4/21/2029,5:09:09,18:41:41
4/22/2029,5:07:43,18:42:44
4/23/2029,5:06:17,18:43:47
4/24/2029,5:04:52,18:44:50
4/25/2029,5:03:29,18:45:53
4/26/2029,5:02:06,18:46:55
4/27/2029,5:00:44,18:47:58
4/28/2029,4:59:23,18:49:01
4/29/2029,4:58:04,18:50:03
4/30/2029,4:56:45,18:51:06
5/1/2029,4:55:28,18:52:08
5/2/2029,4:54:12,18:53:11
5/3/2029,4:52:57,18:54:13
5/4/2029,4:51:43,18:55:15
5/5/2029,4:50:31,18:56:17
5/6/2029,4:49:20,18:57:18
5/7/2029,4:48:11,18:58:20
5/8/2029,4:47:02,18:59:21
5/9/2029,4:45:55,19:00:21
5/10/2029,4:44:50,19:01:22
5/11/2029,4:43:46,19:02:22
5/12/2029,4:42:44,19:03:22
5/13/2029,4:41:43,19:04:21
5/14/2029,4:40:44,19:05:20
5/15/2029,4:39:46,19:06:19
5/16/2029,4:38:50,19:07:17
5/17/2029,4:37:55,19:08:15
5/18/2029,4:37:03,19:09:12
5/19/2029,4:36:12,19:10:08
5/20/2029,4:35:22,19:11:04
5/21/2029,4:34:35,19:11:59
5/22/2029,4:33:49,19:12:53
5/23/2029,4:33:05,19:13:47
5/24/2029,4:32:22,19:14:40
5/25/2029,4:31:42,19:15:32
5/26/2029,4:31:04,19:16:23
5/27/2029,4:30:27,19:17:13
5/28/2029,4:29:52,19:18:02
5/29/2029,4:29:19,19:18:50
5/30/2029,4:28:48,19:19:38
5/31/2029,4:28:19,19:20:24
6/1/2029,4:27:52,19:21:09
6/2/2029,4:27:27,19:21:53
6/3/2029,4:27:04,19:22:35
6/4/2029,4:26:43,19:23:16
6/5/2029,4:26:24,19:23:57
6/6/2029,4:26:07,19:24:35
6/7/2029,4:25:52,19:25:13
6/8/2029,4:25:38,19:25:48
6/9/2029,4:25:27,19:26:23
6/10/2029,4:25:18,19:26:56
6/11/2029,4:25:11,19:27:27
6/12/2029,4:25:05,19:27:57
6/13/2029,4:25:02,19:28:25
6/14/2029,4:25:01,19:28:52
6/15/2029,4:25:02,19:29:17
6/16/2029,4:25:04,19:29:40
6/17/2029,4:25:09,19:30:01
6/18/2029,4:25:15,19:30:21
6/19/2029,4:25:23,19:30:39
6/20/2029,4:25:33,19:30:55
6/21/2029,4:25:45,19:31:09
6/22/2029,4:25:59,19:31:21
6/23/2029,4:26:15,19:31:31
6/24/2029,4:26:32,19:31:40
6/25/2029,4:26:51,19:31:46
6/26/2029,4:27:12,19:31:51
6/27/2029,4:27:35,19:31:53
6/28/2029,4:27:59,19:31:54
6/29/2029,4:28:25,19:31:52
6/30/2029,4:28:52,19:31:49
7/1/2029,4:29:21,19:31:43
7/2/2029,4:29:52,19:31:36
7/3/2029,4:30:24,19:31:26
7/4/2029,4:30:57,19:31:15
7/5/2029,4:31:32,19:31:01
7/6/2029,4:32:08,19:30:45
7/7/2029,4:32:45,19:30:28
7/8/2029,4:33:24,19:30:08
7/9/2029,4:34:04,19:29:46
7/10/2029,4:34:45,19:29:22
7/11/2029,4:35:27,19:28:57
7/12/2029,4:36:10,19:28:29
7/13/2029,4:36:55,19:27:59
7/14/2029,4:37:40,19:27:27
7/15/2029,4:38:26,19:26:54
7/16/2029,4:39:14,19:26:18
7/17/2029,4:40:02,19:25:41
7/18/2029,4:40:51,19:25:01
7/19/2029,4:41:41,19:24:20
7/20/2029,4:42:31,19:23:37
7/21/2029,4:43:22,19:22:52
7/22/2029,4:44:14,19:22:05
7/23/2029,4:45:07,19:21:16
7/24/2029,4:46:00,19:20:26
7/25/2029,4:46:54,19:19:34
7/26/2029,4:47:48,19:18:40
7/27/2029,4:48:43,19:17:45
7/28/2029,4:49:38,19:16:47
7/29/2029,4:50:34,19:15:49
7/30/2029,4:51:30,19:14:48
7/31/2029,4:52:27,19:13:46
8/1/2029,4:53:24,19:12:42
8/2/2029,4:54:21,19:11:37
8/3/2029,4:55:18,19:10:31
8/4/2029,4:56:16,19:09:23
8/5/2029,4:57:14,19:08:13
8/6/2029,4:58:12,19:07:02
8/7/2029,4:59:10,19:05:50
8/8/2029,5:00:08,19:04:36
8/9/2029,5:01:07,19:03:22
8/10/2029,5:02:05,19:02:05
8/11/2029,5:03:04,19:00:48
8/12/2029,5:04:03,18:59:29
8/13/2029,5:05:02,18:58:10
8/14/2029,5:06:01,18:56:49
8/15/2029,5:07:00,18:55:27
8/16/2029,5:07:59,18:54:03
8/17/2029,5:08:58,18:52:39
8/18/2029,5:09:57,18:51:14
8/19/2029,5:10:56,18:49:48
8/20/2029,5:11:55,18:48:21
8/21/2029,5:12:54,18:46:53
8/22/2029,5:13:53,18:45:24
8/23/2029,5:14:51,18:43:54
8/24/2029,5:15:50,18:42:23
8/25/2029,5:16:49,18:40:52
8/26/2029,5:17:48,18:39:20
8/27/2029,5:18:47,18:37:47
8/28/2029,5:19:45,18:36:13
8/29/2029,5:20:44,18:34:39
8/30/2029,5:21:42,18:33:04
8/31/2029,5:22:41,18:31:28
9/1/2029,5:23:39,18:29:52
9/2/2029,5:24:38,18:28:15
9/3/2029,5:25:36,18:26:38
9/4/2029,5:26:35,18:25:01
9/5/2029,5:27:33,18:23:22
9/6/2029,5:28:31,18:21:44
9/7/2029,5:29:30,18:20:05
9/8/2029,5:30:28,18:18:25
9/9/2029,5:31:26,18:16:46
9/10/2029,5:32:24,18:15:06
9/11/2029,5:33:23,18:13:25
9/12/2029,5:34:21,18:11:45
9/13/2029,5:35:19,18:10:04
9/14/2029,5:36:18,18:08:23
9/15/2029,5:37:16,18:06:42
9/16/2029,5:38:15,18:05:01
9/17/2029,5:39:13,18:03:19
9/18/2029,5:40:12,18:01:38
9/19/2029,5:41:10,17:59:56
9/20/2029,5:42:09,17:58:15
9/21/2029,5:43:08,17:56:33
9/22/2029,5:44:07,17:54:52
9/23/2029,5:45:06,17:53:10
9/24/2029,5:46:06,17:51:29
9/25/2029,5:47:05,17:49:48
9/26/2029,5:48:05,17:48:07
9/27/2029,5:49:04,17:46:26
9/28/2029,5:50:04,17:44:45
9/29/2029,5:51:04,17:43:05
9/30/2029,5:52:05,17:41:25
10/1/2029,5:53:05,17:39:45
10/2/2029,5:54:06,17:38:05
10/3/2029,5:55:07,17:36:26
10/4/2029,5:56:08,17:34:47
10/5/2029,5:57:10,17:33:09
10/6/2029,5:58:11,17:31:31
10/7/2029,5:59:13,17:29:54
10/8/2029,6:00:16,17:28:17
10/9/2029,6:01:18,17:26:41
10/10/2029,6:02:21,17:25:05
10/11/2029,6:03:24,17:23:30
10/12/2029,6:04:28,17:21:56
10/13/2029,6:05:32,17:20:22
10/14/2029,6:06:36,17:18:49
10/15/2029,6:07:40,17:17:17
10/16/2029,6:08:45,17:15:45
10/17/2029,6:09:50,17:14:15
10/18/2029,6:10:56,17:12:45
10/19/2029,6:12:01,17:11:16
10/20/2029,6:13:07,17:09:49
10/21/2029,6:14:14,17:08:22
10/22/2029,6:15:21,17:06:56
10/23/2029,6:16:28,17:05:31
10/24/2029,6:17:35,17:04:07
10/25/2029,6:18:43,17:02:44
10/26/2029,6:19:51,17:01:23
10/27/2029,6:20:59,17:00:03
10/28/2029,6:22:08,16:58:43
10/29/2029,6:23:17,16:57:26
10/30/2029,6:24:26,16:56:09
10/31/2029,6:25:35,16:54:54
11/1/2029,6:26:45,16:53:40
11/2/2029,6:27:55,16:52:28
11/3/2029,6:29:05,16:51:17
